hotel_type,window_booking,check_in,booking_status,booking_changes,reservation_date,reservation_status,deposit_type,weekend_nights,week_nights,days_in_waiting_list,number_adults,number_children,number_babies,country_code,country_name,region,market_segment,distribution_channel,repeated_guest,customer_type,reserved_room,assigned_room,meal_code,special_requests,prev_cancels,prev_not_cancels,adr,bucket
City Hotel,50,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,2,0.0,0,SWE,Sweden,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,72.75,31-90 days
City Hotel,80,2016-04-13,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,2,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,96.3,31-90 days
City Hotel,64,2016-04-13,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,2,0,2,0.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,94.5,31-90 days
City Hotel,66,2016-04-13,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,2,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,0,0,0,94.5,31-90 days
City Hotel,27,2016-04-12,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,3,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,126.0,8-30 days
City Hotel,94,2016-04-13,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,2,0,2,0.0,0,NLD,Netherlands,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Self Catering,1,0,0,85.5,91-180 days
City Hotel,5,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,1,0.0,0,PRT,Portugal,Europe,Aviation,Corporate,No,Transient,A,A,Bed & Breakfast,0,0,0,95.0,0-7 days
City Hotel,6,2017-05-29,Confirmed,0,2017-05-30,Check-Out,No Deposit,1,0,0,1,0.0,0,PRT,Portugal,Europe,Aviation,Corporate,Yes,Transient,A,A,Bed & Breakfast,0,0,1,95.0,0-7 days
City Hotel,2,2017-06-11,Cancelled,0,2017-06-11,No-Show,No Deposit,2,1,0,1,0.0,0,PRT,Portugal,Europe,Aviation,Corporate,Yes,Transient,A,A,Bed & Breakfast,0,0,2,95.0,0-7 days
City Hotel,89,2016-04-12,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,3,0,2,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,96.3,31-90 days
City Hotel,38,2016-04-10,Confirmed,0,2016-04-15,Check-Out,No Deposit,2,3,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,1,0,0,137.7,31-90 days
City Hotel,89,2016-04-12,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,3,0,2,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,1,0,0,96.3,31-90 days
City Hotel,50,2016-04-12,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,3,0,2,1.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,D,Half Board,2,0,0,164.25,31-90 days
City Hotel,59,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,2,1.0,0,FRA,France,Europe,Offline TA/TO,TA/TO,No,Transient,A,B,Bed & Breakfast,1,0,0,93.08,31-90 days
City Hotel,90,2016-04-12,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,3,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,96.3,31-90 days
City Hotel,48,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,2,0.0,0,NLD,Netherlands,Europe,Direct,Direct,No,Transient,D,D,Bed & Breakfast,0,0,0,107.1,31-90 days
City Hotel,16,2016-04-12,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,105.82,8-30 days
City Hotel,0,2016-04-10,Confirmed,0,2016-04-15,Check-Out,No Deposit,2,3,0,2,0.0,0,FRA,France,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,80.75,0-7 days
City Hotel,75,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,90.95,31-90 days
City Hotel,60,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,2,0.0,0,NLD,Netherlands,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,76.58,31-90 days
City Hotel,3,2016-04-13,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,B,Bed & Breakfast,1,0,0,116.0,0-7 days
City Hotel,77,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,2,0.0,0,GBR,United Kingdom,Europe,Direct,Direct,No,Transient-Party,D,D,Bed & Breakfast,0,0,0,98.6,31-90 days
City Hotel,34,2016-04-11,Confirmed,0,2016-04-15,Check-Out,No Deposit,1,3,0,2,0.0,0,BEL,Belgium,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Bed & Breakfast,0,0,0,113.04,31-90 days
City Hotel,89,2016-04-10,Confirmed,1,2016-04-15,Check-Out,No Deposit,2,3,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,90.95,31-90 days
City Hotel,77,2016-04-10,Confirmed,0,2016-04-15,Check-Out,No Deposit,2,3,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,3,0,0,100.84,31-90 days
City Hotel,21,2016-04-13,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,2,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,144.0,8-30 days
City Hotel,70,2016-04-10,Confirmed,0,2016-04-15,Check-Out,No Deposit,2,3,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,2,0,0,130.05,31-90 days
City Hotel,76,2016-04-12,Confirmed,0,2016-04-15,Check-Out,No Deposit,0,3,0,2,0.0,0,FIN,Finland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,69.33,31-90 days
City Hotel,52,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,2,0.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,127.8,31-90 days
City Hotel,4,2016-04-11,Confirmed,0,2016-04-16,Check-Out,No Deposit,1,4,0,2,1.0,0,FRA,France,Europe,Direct,Direct,No,Transient,E,F,Bed & Breakfast,1,0,0,155.0,0-7 days
City Hotel,163,2016-04-09,Confirmed,1,2016-04-16,Check-Out,No Deposit,2,5,0,2,0.0,0,SWE,Sweden,Europe,Online TA,TA/TO,No,Transient,A,B,Bed & Breakfast,1,0,0,73.37,91-180 days
City Hotel,163,2016-04-09,Confirmed,1,2016-04-16,Check-Out,No Deposit,2,5,0,2,0.0,0,SWE,Sweden,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,73.37,91-180 days
City Hotel,163,2016-04-09,Confirmed,0,2016-04-16,Check-Out,No Deposit,2,5,0,1,0.0,0,SWE,Sweden,Europe,Online TA,TA/TO,No,Transient,A,B,Bed & Breakfast,1,0,0,73.37,91-180 days
City Hotel,163,2016-04-09,Confirmed,0,2016-04-16,Check-Out,No Deposit,2,5,0,1,0.0,0,SWE,Sweden,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,73.37,91-180 days
City Hotel,15,2016-04-13,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,3,0,2,0.0,0,DEU,Germany,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Self Catering,0,0,0,85.0,8-30 days
City Hotel,91,2016-04-13,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,3,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,96.3,91-180 days
City Hotel,13,2016-04-11,Confirmed,0,2016-04-16,Check-Out,No Deposit,1,4,0,2,2.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,F,F,Half Board,2,0,0,260.4,8-30 days
City Hotel,6,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,3,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,167.0,0-7 days
City Hotel,62,2016-04-11,Confirmed,0,2016-04-16,Check-Out,No Deposit,1,4,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,112.2,31-90 days
City Hotel,90,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,2,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,0,0,0,80.75,31-90 days
City Hotel,58,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,2,2.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,F,G,Bed & Breakfast,2,0,0,186.3,31-90 days
City Hotel,1,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,2,0.0,0,FRA,France,Europe,Direct,Direct,No,Transient,A,A,Self Catering,0,0,0,98.0,0-7 days
City Hotel,67,2016-04-11,Confirmed,0,2016-04-16,Check-Out,No Deposit,1,4,0,2,0.0,0,ITA,Italy,Europe,Direct,Direct,No,Transient,D,D,Bed & Breakfast,1,0,0,107.1,31-90 days
City Hotel,47,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,2,0.0,0,CHE,Switzerland,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,114.33,31-90 days
City Hotel,152,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Contract,A,D,Bed & Breakfast,0,0,0,75.0,91-180 days
City Hotel,94,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,2,0.0,0,NLD,Netherlands,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,90.95,91-180 days
City Hotel,122,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,56,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,85.0,91-180 days
City Hotel,70,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,0,3.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,B,B,Bed & Breakfast,1,0,0,9.0,31-90 days
City Hotel,70,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,2,0.0,0,FRA,France,Europe,Offline TA/TO,TA/TO,No,Transient-Party,B,B,Bed & Breakfast,0,0,0,95.0,31-90 days
City Hotel,32,2016-04-13,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,3,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,140.7,31-90 days
City Hotel,0,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,2,0.0,0,DEU,Germany,Europe,Direct,Direct,No,Transient,A,D,Bed & Breakfast,0,0,0,99.0,0-7 days
City Hotel,0,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,108.0,0-7 days
City Hotel,6,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,2,0.0,0,BRA,Brazil,Americas,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,131.0,0-7 days
City Hotel,18,2016-04-14,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,2,0,2,0.0,0,SAU,Saudi Arabia,Asia,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,127.0,8-30 days
City Hotel,30,2016-04-15,Confirmed,1,2016-04-16,Check-Out,No Deposit,0,1,0,2,1.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,2,0,0,130.5,8-30 days
City Hotel,85,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,90.95,31-90 days
City Hotel,72,2016-04-11,Confirmed,0,2016-04-16,Check-Out,No Deposit,1,4,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,79.56,31-90 days
City Hotel,0,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,B,Bed & Breakfast,1,0,0,99.0,0-7 days
City Hotel,4,2016-04-14,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,D,Self Catering,0,0,0,119.0,0-7 days
City Hotel,0,2016-04-14,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,2,0,2,0.0,0,CRI,Costa Rica,Americas,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,98.0,0-7 days
City Hotel,9,2016-04-13,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,3,0,2,2.0,0,ESP,Spain,Europe,Direct,Direct,No,Transient,E,F,Bed & Breakfast,1,0,0,197.33,8-30 days
City Hotel,72,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,99.45,31-90 days
City Hotel,38,2016-04-12,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,4,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,2,0,0,139.95,31-90 days
City Hotel,0,2016-04-13,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,3,0,2,0.0,0,MAR,Morocco,Africa,Online TA,TA/TO,No,Transient,A,D,Self Catering,1,0,0,118.0,0-7 days
City Hotel,48,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,127.8,31-90 days
City Hotel,9,2016-04-11,Confirmed,0,2016-04-16,Check-Out,No Deposit,1,4,0,2,2.0,0,FRA,France,Europe,Direct,Direct,No,Transient,E,E,Bed & Breakfast,1,0,0,174.4,8-30 days
City Hotel,1,2016-04-15,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,1,0,1,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,73.92,0-7 days
City Hotel,1,2016-04-14,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,2,0,1,0.0,0,AUT,Austria,Europe,Aviation,Corporate,No,Transient,A,A,Bed & Breakfast,0,0,0,95.0,0-7 days
City Hotel,2,2016-10-30,Confirmed,0,2016-11-01,Check-Out,No Deposit,2,0,0,1,0.0,0,AUT,Austria,Europe,Aviation,Corporate,Yes,Transient,D,D,Bed & Breakfast,0,0,1,94.0,0-7 days
City Hotel,0,2017-05-31,Confirmed,3,2017-06-03,Check-Out,No Deposit,0,3,0,1,0.0,0,AUT,Austria,Europe,Aviation,Corporate,Yes,Transient,A,A,Bed & Breakfast,0,0,2,95.0,0-7 days
City Hotel,4,2017-07-10,Confirmed,0,2017-07-12,Check-Out,No Deposit,1,1,0,1,0.0,0,AUT,Austria,Europe,Aviation,Corporate,Yes,Transient,A,A,Bed & Breakfast,0,0,3,80.0,0-7 days
City Hotel,1,2016-04-13,Confirmed,0,2016-04-16,Check-Out,No Deposit,0,3,0,2,2.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,G,F,Bed & Breakfast,0,0,0,203.33,0-7 days
City Hotel,93,2016-04-15,Confirmed,1,2016-04-16,Check-Out,No Deposit,0,1,0,2,0.0,0,CZE,Czech Republic,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,90.95,91-180 days
City Hotel,57,2016-04-12,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,5,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,115.6,31-90 days
City Hotel,2,2016-04-16,Confirmed,1,2016-04-17,Check-Out,No Deposit,0,1,0,1,0.0,0,CHN,China,Asia,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,89.0,0-7 days
City Hotel,77,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,3,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,2,0,0,128.7,31-90 days
City Hotel,76,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,94.5,31-90 days
City Hotel,90,2016-04-13,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,4,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,90.95,31-90 days
City Hotel,29,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,102.0,8-30 days
City Hotel,29,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,1,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,102.0,8-30 days
City Hotel,79,2016-04-12,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,5,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,90.95,31-90 days
City Hotel,77,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,94.5,31-90 days
City Hotel,1,2016-04-16,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,1,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,89.0,0-7 days
City Hotel,79,2016-04-13,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,4,0,2,0.0,0,IRL,Ireland,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,90.95,31-90 days
City Hotel,0,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,0.0,0,AUS,Australia,Oceania,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,89.0,0-7 days
City Hotel,69,2016-04-13,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,4,0,2,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,99.45,31-90 days
City Hotel,92,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,96.3,91-180 days
City Hotel,4,2016-04-14,Confirmed,2,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,ARG,Argentina,Americas,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,110.15,0-7 days
City Hotel,7,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,3,1.0,0,FRA,France,Europe,Offline TA/TO,TA/TO,No,Transient,E,E,Half Board,1,0,0,215.0,0-7 days
City Hotel,29,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,1,0.0,0,IND,India,Asia,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,83.57,8-30 days
City Hotel,122,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,56,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,85.0,91-180 days
City Hotel,29,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,DEU,Germany,Europe,Offline TA/TO,TA/TO,No,Transient,D,D,Bed & Breakfast,0,0,0,90.95,8-30 days
City Hotel,26,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,1.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,2,0,0,145.0,8-30 days
City Hotel,30,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,111.3,8-30 days
City Hotel,74,2016-04-13,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,4,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,99.45,31-90 days
City Hotel,26,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,1.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,D,Bed & Breakfast,2,0,0,145.0,8-30 days
City Hotel,63,2016-04-13,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,4,0,2,2.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,1,0,0,167.45,31-90 days
City Hotel,74,2016-04-13,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,4,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,99.45,31-90 days
City Hotel,0,2016-04-16,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,1,0,2,0.0,0,PRT,Portugal,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,69.99,0-7 days
City Hotel,3,2016-04-16,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,1,0,1,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,125.0,0-7 days
City Hotel,72,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,POL,Poland,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,3,0,0,105.3,31-90 days
City Hotel,7,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,119.0,0-7 days
City Hotel,24,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,2.0,0,ITA,Italy,Europe,Online TA,TA/TO,No,Transient,F,F,Bed & Breakfast,2,0,0,207.0,8-30 days
City Hotel,29,2016-04-13,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,4,0,3,0.0,0,FRA,France,Europe,Online TA,TA/TO,No,Transient,D,D,Bed & Breakfast,1,0,0,143.18,8-30 days
City Hotel,154,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,0.0,0,GBR,United Kingdom,Europe,Direct,Direct,No,Transient,E,E,Bed & Breakfast,2,0,0,135.0,91-180 days
City Hotel,0,2016-04-16,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,1,0,2,0.0,0,MLI,Mali,Africa,Online TA,TA/TO,No,Transient,A,A,Self Catering,1,0,0,89.0,0-7 days
City Hotel,12,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,127.0,8-30 days
City Hotel,8,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,ESP,Spain,Europe,Direct,Direct,No,Transient,A,A,Self Catering,1,0,0,115.0,8-30 days
City Hotel,122,2016-04-15,Confirmed,2,2016-04-17,Check-Out,No Deposit,0,2,56,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,40.5,91-180 days
City Hotel,122,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,56,2,0.0,0,ESP,Spain,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,85.0,91-180 days
City Hotel,32,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,2,0,0,111.3,31-90 days
City Hotel,78,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,DEU,Germany,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,96.3,31-90 days
City Hotel,0,2016-04-16,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,1,0,2,0.0,0,DEU,Germany,Europe,Direct,Direct,No,Transient,A,D,Bed & Breakfast,0,0,0,99.0,0-7 days
City Hotel,122,2016-04-15,Confirmed,1,2016-04-17,Check-Out,No Deposit,0,2,56,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,D,Bed & Breakfast,0,0,0,85.0,91-180 days
City Hotel,79,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,0,2,0.0,0,ESP,Spain,Europe,Online TA,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,1,0,0,96.3,31-90 days
City Hotel,0,2016-04-16,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,1,0,2,1.0,0,PRT,Portugal,Europe,Direct,Direct,No,Transient,A,D,Bed & Breakfast,0,0,0,124.0,0-7 days
City Hotel,85,2016-04-11,Confirmed,0,2016-04-17,Check-Out,No Deposit,1,5,0,2,0.0,0,GBR,United Kingdom,Europe,Offline TA/TO,TA/TO,No,Transient,A,A,Bed & Breakfast,0,0,0,72.76,31-90 days
City Hotel,122,2016-04-15,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,2,56,2,0.0,0,PRT,Portugal,Europe,Offline TA/TO,TA/TO,No,Transient-Party,A,A,Bed & Breakfast,0,0,0,94.0,91-180 days
City Hotel,77,2016-04-14,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,3,0,2,0.0,0,GBR,United Kingdom,Europe,Online TA,TA/TO,No,Transient,A,A,Bed & Breakfast,1,0,0,96.3,31-90 days
City Hotel,5,2016-04-16,Confirmed,0,2016-04-17,Check-Out,No Deposit,0,1,0,2,0.0,0,IND,India,Asia,Direct,Direct,No,Transient,A,A,Bed & Breakfast,0,0,0,129.0,0-7 days
